Name,Peak CCU,Price,Reviews,Metacritic score,User score,Positive,Negative,Achievements,Recommendations,Categories,Genres,Tags
Hidden Folks,0,14.99,"â€œThe lovely, deceptively simple monochrome line drawings are bursting with life, teeming with animations, and completely daft.â€ RockPaperShotgun â€œ2017's Game Of The Yearâ€ NerdÂ³",0,0,0,0,8,7227,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Tablet,Family Sharing","Adventure,Casual,Indie",
Millennia,0,39.99,"â€œMillenniaâ€™s gameplay is compelling enough to keep me coming back.â€ 4/5 â€“ The Gamer â€œAn exciting, complex Civ-like that blends familiarity with innovation.â€ Wargamer â€œThe replay value is really high, it will definitely stay on my driveâ€ 79/100 â€“ Gamestar",0,0,0,0,39,2374,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Steam Cloud,Family Sharing","Simulation,Strategy",
The Magic World,0,19.99,,0,0,0,0,2,0,"Single-player,Family Sharing","Adventure,RPG",
Milita Aventuro Playtest,0,0,,0,0,0,0,0,0,,,
Galactic Empire,0,15.99,,0,0,0,0,67,0,"Single-player,Steam Achievements,Stats,Steam Leaderboards,Family Sharing","Indie,Simulation,Strategy",
Logic Car,0,7.99,,0,0,0,0,6,0,"Single-player,Family Sharing","Indie,Simulation",
Mind Over Magic,0,24.99,,0,0,0,0,0,1801,"Single-player,Family Sharing","Simulation,Early Access",
Alpacapaca Dash,0,0.99,,0,0,0,0,13,121,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Family Sharing","Casual,Indie",
House of Lust,0,11.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Adventure",
Everhood,0,9.99,"â€œWeâ€™re talking about the peanut butter and jelly of gameplay and music here.â€ 9.5/10 â€“ NintendoWorldReport â€œThereâ€™s such a range of styles and genres throughout, and all of it is amazing.â€ 9/10 â€“ RPG Fan â€œIt hits all those baffling narrative beats and digs deep into your soul until the only goal is to see it out to the end.â€ 9/10 â€“ Checkpoint Gaming",83,0,0,0,78,10173,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Action,Adventure,Indie,RPG",
Mystery Hotel - Hidden Object Detective Game,0,4.99,,0,0,0,0,5,0,"Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards,Family Sharing","Adventure,Casual,Indie",
Timmy's adventures : VerbMon,0,3.99,,0,0,0,0,39,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Indie",
Starfield Wars - æ²™ç½—æ›¼è›‡ 3D,0,4.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Casual,Indie,Racing,Simulation",
9-nine-:Episode 3,0,19.99,,0,0,0,0,0,626,"Single-player,Steam Cloud,Family Sharing","Action,Casual,Simulation",
Ruins of Majika Playtest,0,0,,0,0,0,0,0,0,,,
Future Girls,0,9.99,,0,0,0,0,12,0,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Action,Adventure,Casual,Indie,RPG",
ChatTDT: Tower Defense Twitch,0,4.99,,0,0,0,0,0,0,"Multi-player,Co-op,Online Co-op,Family Sharing","Action,Casual",
Asteroid Blasters,0,6.99,,0,0,0,0,36,0,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Leaderboards,Remote Play Together,Family Sharing",Action,
Stock Car Extreme,0,14.99,,0,0,0,0,0,401,"Single-player,Multi-player,Partial Controller Support,Family Sharing","Racing,Simulation,Sports",
Dungeon Adventure,0,2.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie",
Forest Mystery,0,0.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual,Indie",
Another Fisherman's Tale,0,19.99,,0,0,0,0,13,112,"Single-player,Steam Achievements,Tracked Controller Support,VR Only,Family Sharing","Adventure,Casual",
Mad Restaurant People,0,9.99,,0,0,0,0,85,0,"Single-player,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards,Family Sharing","Action,Casual,Indie",
CometStriker DX,0,14.99,,0,0,0,0,120,0,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together,Family Sharing","Action,Indie",
Superior Wizards,0,4.99,,0,0,0,0,18,0,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Remote Play Together,Family Sharing","Action,Adventure,Casual,Indie,RPG",
Where The Crows Roam,0,2.99,,0,0,0,0,6,0,"Single-player,Steam Achievements,Family Sharing",Adventure,
Rebound,0,1.99,,0,0,0,0,14,0,"Single-player,Steam Trading Cards,Family Sharing","Action,Indie",
Joe 'n Jo,0,0,,0,0,0,0,16,0,"Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Steam Cloud","Adventure,Casual,Indie,Free To Play",
Party Quiz,0,0,,0,0,0,0,11,0,"Multi-player,PvP,Online PvP,LAN PvP,Shared/Split Screen PvP,Co-op,Online Co-op,LAN Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Steam Workshop,Steam Cloud,Includes level editor","Casual,Indie,Simulation,Early Access",
I want to have your babies! ~Long-awaited reunion! My childhood friend got sexy and horny~,0,13.99,,0,0,0,0,0,0,"Single-player,Family Sharing",Adventure,
ä»Žå‰‘å¨˜å¼€å§‹çš„AIç‚¼ä¸¹ä¹‹æ—… Playtest,0,0,,0,0,0,0,0,0,,,
Darkwaronline,0,0.99,,0,0,0,0,0,0,"Single-player,Family Sharing",RPG,
Dreamily,0,0.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual,Indie",
Art is dead,0,1.99,,0,0,0,0,27,0,"Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,Family Sharing","Action,Casual,Indie",
BloodDome Classic,0,0,,0,0,0,0,6,0,"Single-player,Steam Achievements,Full controller support,Stats,Steam Leaderboards","Action,Casual,Indie,Free To Play",
Mavis Beacon Teaches Typing,0,49.99,,0,0,0,0,0,0,,"Casual,Education",
Fill and Cross Royal Riddles,0,4.99,,0,0,0,0,0,0,"Single-player,Family Sharing",Casual,
Jazz Lightning : Castle Dungeons,0,2.99,,0,0,0,0,0,0,"Single-player,Partial Controller Support,Family Sharing","Action,Indie",
Ad Wars,0,4.99,,0,0,0,0,0,0,"Single-player,Full controller support,Family Sharing","Action,Adventure,Indie,RPG,Early Access",
Recovery Search & Rescue Simulation,0,4.99,,0,0,0,0,0,0,"Single-player,Family Sharing",Simulation,
Umbral Omen,0,7.99,,0,0,0,0,17,0,"Single-player,Family Sharing","Casual,Strategy",
Merge Circus,0,0.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie",
ìŠ¬í”ˆ ê°€ì¡±ì‚¬ - ì‚°ìž¥ìœ¼ë¡œë¶€í„°ì˜ íƒˆì¶œ,0,3.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual,Indie",
Sex in the Office,0,4.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual,Indie",
1vs1: Battle Royale for the throne,0,0.99,,0,0,0,0,13,0,"Single-player,Steam Achievements,Family Sharing","Adventure,RPG",
Furious Drivers,0,9.99,,0,0,0,0,0,0,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Partial Controller Support,Family Sharing","Action,Casual,Indie,Massively Multiplayer,Racing,Simulation,Early Access",
Hero Park,0,12.99,,0,0,0,0,36,0,"Single-player,Family Sharing",Simulation,
EGG Arena,0,4.99,,0,0,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Family Sharing","Action,Indie,Massively Multiplayer,Simulation,Strategy",
Detached,0,24.99,"â€œIf you are the type to seek out roller coasters that make you sign a legal indemnification waiver agreement before strapping in, this is the game for you.â€ Hardcore Gamer â€œThe controls, look and feel of Detached are excellentâ€ VRFocus â€œDetached is a 1 v 1 unique twist on the classic capture the flag game mode that strives to avoid violence but still raises the pulse.â€ Upload VR",67,0,0,0,47,222,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Tracked Controller Support,VR Only,Steam Trading Cards,Steam Cloud,Family Sharing","Indie,Simulation",
Tower Survivors,0,0,,0,0,0,0,0,0,"Single-player,Partial Controller Support","Action,Casual,Indie",
Slime CCG,0,0,,0,0,0,0,1,0,Single-player,Free To Play,
Idle Guardians,0,0,,0,0,0,0,0,0,"Single-player,In-App Purchases","Free To Play,RPG",
Saga of the Moon Priestess,0,5.99,,0,0,0,0,21,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Adventure,Indie",
Gnome,0,8.99,,0,0,0,0,11,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",Indie,
Busy Bee,0,3.99,,0,0,0,0,14,0,"Single-player,Multi-player,Co-op,Online Co-op,Family Sharing","Casual,Indie,Strategy",
My Personal World,0,0.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie,Simulation",
APT,0,14.99,,0,0,0,0,27,0,"Single-player,Steam Achievements,Steam Trading Cards,Captions available,Steam Leaderboards,Family Sharing","Action,Indie,Strategy",
Deadly Sin,0,4.99,,0,0,0,0,0,0,"Single-player,Full controller support,Family Sharing","Casual,RPG",
Xpand Rally,0,4.99,,82,0,0,0,0,459,"Single-player,Multi-player,Family Sharing",Racing,
Cadaver,0,0.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Indie,Simulation",
Don't Underestimate Me Playtest,0,0,,0,0,0,0,0,0,,,
Boat Train,0,0.99,,0,0,0,0,0,0,"Single-player,Family Sharing",Strategy,
Rack and Slay,0,5.99,"â€œabsolutely stellar roguelike with plenty of replayability, a great sense of humour, and a truly unique conceptâ€ The Escapist â€œa bite-sized, casual, unique and fresh approach to roguelike dungeon crawlingâ€ 9/10 â€“ Higher Plain Games â€œit is quickly becoming one of my most played coffee-break games on Steamâ€ GamingOnLinux",0,0,0,0,60,347,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Indie,RPG,Strategy",
Wizard Prison,0,0,,0,0,0,0,0,0,Single-player,"Free To Play,Indie",
Fantasy Mosaics 21: On the Movie Set,0,6.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie,Strategy",
ç™¾å°†ç¾¤è‹±ä¼ ,0,0,,0,0,0,0,0,0,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,In-App Purchases","Action,Adventure,Free To Play,Massively Multiplayer,RPG,Simulation,Strategy",
Puddle,0,7.99,"'A challenging yet elegantly simple puzzler.' 8/10 - IGN '... ein echter Geheimtipp, den sich Indie-Freunde, aber auch Fans von RÃ¤tsel- und GeschicklichkeitsspaÃŸ nicht entgehen lassen sollten' 88/100 - GamingXP 'Puddle offre tout ce qu'on aime trouver dans un jeu indÃ©pendant : un concept original, un gameplay simple mais riche, une rÃ©alisation inspirÃ©e et un challenge Ã  la hauteur.' 16/20 - jeuxvideo.com",0,0,0,0,23,347,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Leaderboards,Family Sharing","Action,Indie,Simulation",
Tower Numbers,0,2.99,,0,0,0,0,13,0,"Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,Family Sharing","Action,Adventure,Casual,Indie,Strategy",
Sex Adventures - The Pool Party,0,4.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie",
Maya's Dream Playtest,0,0,,0,0,0,0,0,0,,,
Disorder,0,3.99,"â€œA smart convergence of ideas in which every aspect is used to further the challenging themes you encounter throughout your journey.â€ IGN â€œFor those who are up to the task, it is a brilliant and cold struggle that will challenge you both as a human and as a gamer ... one of the best arguments Iâ€™ve seen for games as an art form.â€ 5 out of 5 â€“ Twinfinite â€œSwagabyte opted to go for quality over quantity... The mechanics are solid, the story is thought-provoking, and it's ultimately a very fun and interesting puzzle-platformer.â€ Cosmic Engine",61,0,0,0,16,0,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Action,Indie",
LogicBots,0,19.99,,0,0,0,0,27,164,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor,Family Sharing","Indie,Simulation",
Stickman Racer Road Draw 2,0,0.99,,0,0,0,0,24,0,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Action,Casual,Racing,Simulation",
StudioS Fighters: Climax Champions,0,9.99,,0,0,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Partial Controller Support,Remote Play Together,Family Sharing","Action,Indie",
DEATH BOX,0,1.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual,Indie",
Seek & Destroy - Steampunk Arcade,0,5.99,,0,0,0,0,27,0,"Single-player,Steam Achievements,Tracked Controller Support,VR Only,Steam Leaderboards,Family Sharing","Action,Indie",
Reanimation Inc.,0,9.99,,0,0,0,0,0,112,"Single-player,Family Sharing","Indie,Simulation",
Shleepy Time Catching Z's,0,1.99,,0,0,0,0,0,0,"Single-player,Full controller support,Family Sharing","Action,Casual,Indie",
I Know This Place..?  chapter I (prologue),0,1.42,"â€œQuite promising first-person quest game. The mysterious atmosphere kept me going and difficulty is quite high even in the first chapter.â€ Sony (Damjan Stamcar - Principle Technology Analyst at Sony Europe B.V , played at Websummit in Lisboa)) â€œOMG, I enjoyed it so much, I want to play the next chapters!It gave me happy flashbacks to my childhood memoriesâ€ Deutsche Welle developer (Maria Wagnerk - played at Websummit in Lisboa) â€œA very interesting game. The atmosphere and setting are amazing and nostalgicâ€ Tella Digital (Merle)",0,0,0,0,19,0,"Single-player,Steam Achievements,Full controller support,Family Sharing","Adventure,Indie",
Forgotten Seas,0,19.99,,0,0,0,0,31,134,"Single-player,Multi-player,Co-op,Online Co-op,Family Sharing","Action,Adventure,Indie,Simulation,Early Access",
Buried: An Interactive Story,0,2.99,"â€œa title that will stick in your mind for a while to come.â€ 4/5 â€“ 148 Apps â€œBuried's brooding atmosphere and pulpy content make it a great fit for any horror fanâ€ JayIsGames â€œIt all flows together quite well, and brings a survival, otherworldly tale to mobile in an enjoyably creepy fashion.â€ 8.5/10 â€“ Android Rundown",0,0,0,0,0,156,"Single-player,Family Sharing","Adventure,Indie",
Space Zombies Invasion,0,1,,0,0,0,0,21,0,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Action,Adventure,Casual,Indie",
Shadow of the Tomb Raider: Definitive Edition,0,0,â€œThe most ambitious in the modern trilogyâ€ 9/10 â€“ IGN â€œA must-playâ€ 4.5/5 â€“ Hardcore Gamer â€œOne of Lara Croftâ€™s best modern adventuresâ€ 84/100 â€“ PC Gamer,77,0,0,0,99,59033,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Family Sharing","Action,Adventure",
Down is Relative,0,0.99,,0,0,0,0,0,0,"Single-player,Full controller support,Family Sharing","Casual,Indie,Simulation,Strategy",
Hidden Mysteries: Civil War,0,4.99,,0,0,0,0,0,0,"Single-player,Family Sharing",Casual,
S&M Lessons with the Cute Masochist Maid: Iâ€™ll teach you the secret techniques of your clan in place of your father!,0,13.99,,0,0,0,0,0,0,"Single-player,Family Sharing",Adventure,
Project Unknown,0,9.99,,0,0,0,0,0,113,"Single-player,Multi-player,Co-op,Online Co-op,Family Sharing","Action,Adventure,Indie,Early Access",
Dimension Drifter,0,12.99,,0,0,0,0,13,0,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing","Action,Adventure,Casual,Indie,Simulation,Early Access",
Misty's Shining Blacksmithing,0,14.99,,0,0,0,0,0,0,"Single-player,Steam Cloud,Family Sharing","Adventure,RPG",
The Legend Of The Black Wizard,0,4.99,,0,0,0,0,0,0,"Single-player,Partial Controller Support,Family Sharing","Action,Adventure,Indie",
Ace Breakout,0,4.99,,0,0,0,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Family Sharing","Action,Indie",
Last Days,0,3.99,,0,0,0,0,0,163,"Single-player,Steam Cloud,Family Sharing","Casual,Indie,RPG",
Bake In Time,0,3.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie,RPG",
Leta Adventure,0,24.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,RPG",
Life is Strange Remastered,0,39.99,,0,0,0,0,60,3339,"Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Adventure",
Throw Knives,0,9.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie,Simulation,Strategy",
PHAT STACKS,0,1.99,,0,0,0,0,107,0,"Single-player,Steam Achievements,Steam Trading Cards,Family Sharing","Action,Casual,Indie",
Lost,0,1.99,,0,0,0,0,21,7432,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Action,Adventure,Casual,Indie,RPG,Strategy",
ZOSU VR Explosive Bow Hunting,0,4.99,,0,0,0,0,0,0,"Single-player,Tracked Controller Support,VR Only,Family Sharing","Adventure,Casual,Indie,Sports",
KurOba,0,1.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Adventure,Indie,Strategy",
Renai X Royale - Love's a Battle,0,29.99,,0,0,0,0,15,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing",Adventure,
Abyss,0,2.99,,0,0,0,0,20,0,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Remote Play Together,Family Sharing","Action,Adventure",
Castle Wonders - A Castle Tale,0,5.99,,0,0,0,0,0,0,"Single-player,Family Sharing",Casual,
Shivering Stone,0,4.99,,0,0,0,0,12,0,"Single-player,Steam Achievements,Full controller support,Family Sharing","Casual,Indie",
Nancy DrewÂ®: Ghost Dogs of Moon Lake,0,6.99,"â€œA great adventure game that will require thought and perseverance to finish. The story is exciting and offers a little spookiness in the beginning; in fact, some younger players may be scared at first, which parents should be aware of. Whether your kids are Nancy Drew fans or not, this game will interest most teens and many adults, as well.â€ PC GameZone â€œGhost Dogs isnâ€™t a bad little game and deserves the FFC thumb up! Itâ€™s the perfect game for a beginner just starting out or an experienced adventurer looking for a mystery that isnâ€™t too tough on those â€œlittle grey cells.â€â€ FourFatChicks â€œI would recommend any and all of the titles in this series to adventure gamers everywhere. Of the lot, Ghost Dogs of Moon Lake is one of the best. I am pleased that Her Interactive acquired the rights to produce these games, and that there are more to come. I think that if you want the gaming equivalent of slipping into your favorite PJs and coziest chair for an engaging and fun mental diversion, you canâ€™t go wrong with Nancy Drew in general, and Ghost Dogs of Moon Lake in particular. So with that in mind, this reviewer highly recommends Ghost Dogs of Moon Lake.â€ Mr. Billâ€™s Adventureland",0,0,0,0,0,211,"Single-player,Family Sharing",Adventure,
Ducks,0,0,,0,0,0,0,3,0,"Single-player,Steam Achievements,In-App Purchases","Simulation,Free To Play",
Sneak Thief,0,14.99,,0,0,0,0,16,1556,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Family Sharing","Action,Indie,Strategy",
Heroes Stand Tall: M.E.T.A,0,0,,0,0,0,0,0,0,"Multi-player,PvP,Online PvP","Action,Indie,Early Access",
Iltami,0,0,,0,0,0,0,0,0,Single-player,"Action,Adventure,Casual,Indie,Racing,Free To Play",
New rule: The game is Playtest,0,0,,0,0,0,0,0,0,,,
Dustforce DX,0,9.99,,79,0,0,0,1,1151,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards,Family Sharing","Action,Indie",
Blue Barbarian Man,0,0.99,,0,0,0,0,39,0,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Action,Adventure,Indie",
Business Wars - The Card Game,0,6.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie,Strategy",
BlackHoopS,0,15.99,,0,0,0,0,42,0,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing",Indie,
é›„å…³æ¼«é“ï¼Œä¸€æ¢¦ä¸‡é‡Œ,0,1,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual,Indie,RPG,Strategy",
Lighthouse of Guiding Flames,0,3.49,,0,0,0,0,15,0,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Adventure,Casual,Indie",
Maze Escape,0,4.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie,Early Access",
Invisible Apartment,0,0,,0,0,0,0,0,0,Single-player,"Adventure,Free To Play,Indie",
Caves of Lore,0,9.99,"â€œI was always itching to get back to playingâ€ RPG Watch â€œranks up in the top 20, at least, of my favorite RPGs played everâ€ RPG Codex",0,0,0,0,36,288,"Single-player,Full controller support,Steam Cloud,Family Sharing","Indie,RPG,Strategy",
Puzzle Planet Playtest,0,0,,0,0,0,0,0,0,,,
Life in Willowdale: Farm Adventures,0,29.99,,0,0,0,0,14,0,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Family Sharing","Adventure,Casual,Indie,RPG,Simulation",
"Ready, Set, Plumb!",0,3.99,,0,0,0,0,21,0,"Single-player,Steam Achievements,Steam Cloud,Stats,Family Sharing",Casual,
4K Bricks Breaker Plus,0,1.99,,0,0,0,0,8,0,"Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,Family Sharing",Indie,
I commissioned some mice,0,3.99,,0,0,0,0,16,0,"Single-player,Steam Achievements,Family Sharing","Casual,Indie",
Left 2 Dating,0,2.99,,0,0,0,0,10,0,"Single-player,Steam Achievements,Family Sharing","Casual,Indie",
Roll me Home,0,8.99,,0,0,0,0,2,0,"Single-player,Partial Controller Support,Family Sharing","Adventure,Indie,Simulation",
Oknytt,0,4.99,,61,0,0,0,10,384,"Single-player,Steam Achievements,Steam Trading Cards,Family Sharing","Adventure,Indie",
Exsanguinate,0,1.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Adventure",
Marble Run,0,7.99,,0,0,0,0,0,0,"Single-player,Includes level editor,Family Sharing","Indie,Simulation",
Get Together: A Coop Adventure,0,10.99,,0,0,0,0,10,0,"Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Family Sharing","Adventure,Casual,Indie",
The Lost Condor - Walking Simulator,0,5,,0,0,0,0,0,0,"Single-player,Partial Controller Support,Family Sharing",Casual,
Prank Heart,0,4.99,,0,0,0,0,22,0,"Multi-player,PvP,Online PvP,LAN PvP,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Family Sharing","Action,Casual,Indie",
Nodes Escape,0,1.99,,0,0,0,0,46,430,"Single-player,Steam Achievements,Steam Workshop,Family Sharing",Indie,
Dark Fall: Lost Souls,0,12.99,"â€œ... if you like an adventure that can send shivers down your spine as it flexes your brain, you owe it to yourself to check out Dark Fall: Lost Souls.â€ 80 â€“ Adventure Gamers",75,0,0,0,0,195,"Single-player,Steam Trading Cards,Family Sharing","Adventure,Indie",
Sensual Adventures - The Game,0,24.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie,RPG",
Everblade,0,9.99,"â€œI wholeheartedly recommend this game to those looking to scratch that old-school game itch.â€ 4/5 â€“ -review-a-wonderfully-crafted-2d-platformer/ â€œIt has great visuals, an entertaining core mechanic, and a very fun level of difficulty.â€ 8/10 â€“ -review-ever-sharp/",0,0,0,0,34,0,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Adventure,Indie",
Evil Officer,0,3.99,,0,0,0,0,11,0,"Single-player,Steam Achievements,Family Sharing","Action,Adventure,Casual,Strategy",
Skautfold: Usurper,0,9.99,,0,0,0,0,18,289,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Action,Indie,RPG",
Fantasy Mosaics 15: Ancient Land,0,6.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie",
Ortolan,0,1.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Casual,Indie",
FIGHT FOR YOUR RESURRECTION VR,0,3.99,,0,0,0,0,0,0,"Single-player,Full controller support,VR Only,Family Sharing","Action,Indie,Sports",
Rex: Another Island,0,2.99,,0,0,0,0,3,0,"Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards,Family Sharing","Action,Indie",
Dungeon Of Doom Puzzle,0,1.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Indie",
A Maiden Astrologer Divines the Future,0,11.99,,0,0,0,0,10,0,"Single-player,Steam Achievements,Family Sharing","Adventure,Indie",
Ninja Kiwi Archive,0,0,,0,0,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,In-App Purchases","Action,Casual,Strategy",
Crossroads Inn Anniversary Edition,0,14.99,"â€œI don't BEERlieve it, there's an RPG tavern management symulator. How intriguing!â€ Eurogamer â€œThe Sims meets Middle Ages!â€ GameStar â€œEverything seemed perfectly in line with what that kind of game offers the best.â€ Canard PC",59,0,0,0,40,3470,"Single-player,Steam Achievements,Family Sharing","Adventure,Casual,RPG,Simulation,Strategy",
At Home Alone Final,0,0,,0,0,0,0,12,0,"Single-player,Steam Achievements","Adventure,Casual,Indie,RPG,Simulation,Strategy,Free To Play",
BUMS,0,7.99,,0,0,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Family Sharing","Adventure,Massively Multiplayer,Racing,Sports,Strategy,Early Access",
BioShock Infinite,0,29.99,,94,0,0,0,80,103094,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Tablet,Remote Play on TV,Family Sharing",Action,
Marrakech,0,0,,0,0,0,0,0,0,Single-player,"Action,Adventure,Free To Play,Indie",
Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,0,4.99,,0,0,0,0,18,278,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Family Sharing",Action,
Snapshot,0,9.99,,74,0,0,0,36,0,"Single-player,Family Sharing","Adventure,Casual,Indie",
The Underground King,0,17.99,â€œVery nice hand-drawn artwork! The final game to be submitted to Steam greenlight and what a nice story that it's actually a good one worthy of entry into greenlight.â€ Jim Sterling â€œThe final Steam Greenlight game actually looks pretty cool!â€ Kotaku,0,0,0,0,28,0,"Single-player,Family Sharing","Action,Adventure,Indie,Racing,RPG,Strategy,Early Access",
Unending,0,4.99,,0,0,0,0,0,0,"Single-player,Full controller support,Family Sharing","Indie,Strategy",
Rearea,0,17.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual,Indie,Strategy",
Haunted Legends: The Scars of Lamia Collector's Edition,0,9.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual",
ãƒœã‚¯å§«PROJECT,0,69.99,,0,0,0,0,32,0,"Single-player,Steam Achievements,Family Sharing",Adventure,
The Queen's Quest,0,6.99,,0,0,0,0,0,0,"Single-player,Family Sharing",Adventure,
The Necromancer Arises,0,7.49,,0,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie,Early Access",
